key,name,source,numeric_scores,model_count,document_count,highest_raw_value,highest_display_value,display_multiplier,unit,direction,headroom_state,percentage_headroom,release_date,score_date_precision,document_organizations,highest_observations
llm-stats:air-bench,AIR-Bench,llm_stats,1,1,1,0.88,88.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/air-bench?top_n=500"", ""key"": ""llm-stats:air-bench"", ""measured_by"": null, ""model_id"": ""mai-thinking-1"", ""model_name"": ""MAI-Thinking-1"", ""obs_id"": ""llm_stats:air-bench:mai-thinking-1"", ""organization"": ""Microsoft"", ""rank_in_source_response"": 1, ""raw_value"": ""0.88"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-02"", ""series_id"": ""llm_stats:air-bench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/air-bench?top_n=500"", ""value"": 0.88, ""value_kind"": ""number""}]"
llm-stats:aitz-em,AITZ_EM,llm_stats,3,3,1,0.832,83.2,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 3}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/aitz-em?top_n=500"", ""key"": ""llm-stats:aitz-em"", ""measured_by"": null, ""model_id"": ""qwen2.5-vl-72b"", ""model_name"": ""Qwen2.5 VL 72B Instruct"", ""obs_id"": ""llm_stats:aitz-em:qwen2.5-vl-72b"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.832"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-01-26"", ""series_id"": ""llm_stats:aitz-em:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/aitz-em?top_n=500"", ""value"": 0.832, ""value_kind"": ""number""}]"
llm-stats:alignbench,AlignBench,llm_stats,4,4,1,0.816,81.6,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 4}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/alignbench?top_n=500"", ""key"": ""llm-stats:alignbench"", ""measured_by"": null, ""model_id"": ""qwen-2.5-72b-instruct"", ""model_name"": ""Qwen2.5 72B Instruct"", ""obs_id"": ""llm_stats:alignbench:qwen-2.5-72b-instruct"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.816"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-09-19"", ""series_id"": ""llm_stats:alignbench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/alignbench?top_n=500"", ""value"": 0.816, ""value_kind"": ""number""}]"
llm-stats:alpacaeval-2.0,AlpacaEval 2.0,llm_stats,4,4,1,0.6268,62.68,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 4}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/alpacaeval-2.0?top_n=500"", ""key"": ""llm-stats:alpacaeval-2.0"", ""measured_by"": null, ""model_id"": ""granite-3.3-8b-base"", ""model_name"": ""Granite 3.3 8B Base"", ""obs_id"": ""llm_stats:alpacaeval-2.0:granite-3.3-8b-base"", ""organization"": ""IBM"", ""rank_in_source_response"": 1, ""raw_value"": ""0.6268"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-04-16"", ""series_id"": ""llm_stats:alpacaeval-2.0:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/alpacaeval-2.0?top_n=500"", ""value"": 0.6268, ""value_kind"": ""number""}, {""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/alpacaeval-2.0?top_n=500"", ""key"": ""llm-stats:alpacaeval-2.0"", ""measured_by"": null, ""model_id"": ""granite-3.3-8b-instruct"", ""model_name"": ""Granite 3.3 8B Instruct"", ""obs_id"": ""llm_stats:alpacaeval-2.0:granite-3.3-8b-instruct"", ""organization"": ""IBM"", ""rank_in_source_response"": 2, ""raw_value"": ""0.6268"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-04-16"", ""series_id"": ""llm_stats:alpacaeval-2.0:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/alpacaeval-2.0?top_n=500"", ""value"": 0.6268, ""value_kind"": ""number""}]"
llm-stats:amc-2022-23,AMC_2022_23,llm_stats,6,6,1,0.52,52.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 6}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/amc-2022-23?top_n=500"", ""key"": ""llm-stats:amc-2022-23"", ""measured_by"": null, ""model_id"": ""mistral-large-3-675B-instruct-2512-eagle"", ""model_name"": ""Mistral Large 3 (675B Instruct 2512 Eagle)"", ""obs_id"": ""llm_stats:amc-2022-23:mistral-large-3-675B-instruct-2512-eagle"", ""organization"": ""Mistral"", ""rank_in_source_response"": 4, ""raw_value"": ""0.52"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-12-04"", ""series_id"": ""llm_stats:amc-2022-23:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/amc-2022-23?top_n=500"", ""value"": 0.52, ""value_kind"": ""number""}, {""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/amc-2022-23?top_n=500"", ""key"": ""llm-stats:amc-2022-23"", ""measured_by"": null, ""model_id"": ""mistral-large-3-675b-base-2512"", ""model_name"": ""Mistral Large 3 (675B Base)"", ""obs_id"": ""llm_stats:amc-2022-23:mistral-large-3-675b-base-2512"", ""organization"": ""Mistral"", ""rank_in_source_response"": 1, ""raw_value"": ""0.52"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-12-04"", ""series_id"": ""llm_stats:amc-2022-23:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/amc-2022-23?top_n=500"", ""value"": 0.52, ""value_kind"": ""number""}, {""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/amc-2022-23?top_n=500"", ""key"": ""llm-stats:amc-2022-23"", ""measured_by"": null, ""model_id"": ""mistral-large-3-675b-instruct-2512-nvfp4"", ""model_name"": ""Mistral Large 3 (675B Instruct 2512 NVFP4)"", ""obs_id"": ""llm_stats:amc-2022-23:mistral-large-3-675b-instruct-2512-nvfp4"", ""organization"": ""Mistral"", ""rank_in_source_response"": 3, ""raw_value"": ""0.52"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-12-04"", ""series_id"": ""llm_stats:amc-2022-23:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/amc-2022-23?top_n=500"", ""value"": 0.52, ""value_kind"": ""number""}, {""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/amc-2022-23?top_n=500"", ""key"": ""llm-stats:amc-2022-23"", ""measured_by"": null, ""model_id"": ""mistral-large-latest"", ""model_name"": ""Mistral Large 3 (675B Instruct 2512)"", ""obs_id"": ""llm_stats:amc-2022-23:mistral-large-latest"", ""organization"": ""Mistral"", ""rank_in_source_response"": 2, ""raw_value"": ""0.52"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-12-04"", ""series_id"": ""llm_stats:amc-2022-23:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/amc-2022-23?top_n=500"", ""value"": 0.52, ""value_kind"": ""number""}]"
llm-stats:amo-bench,AMO Bench,llm_stats,1,1,1,0.4,40.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/amo-bench?top_n=500"", ""key"": ""llm-stats:amo-bench"", ""measured_by"": null, ""model_id"": ""mai-code-1-flash"", ""model_name"": ""MAI-Code-1-Flash"", ""obs_id"": ""llm_stats:amo-bench:mai-code-1-flash"", ""organization"": ""Microsoft"", ""rank_in_source_response"": 1, ""raw_value"": ""0.4"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-02"", ""series_id"": ""llm_stats:amo-bench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/amo-bench?top_n=500"", ""value"": 0.4, ""value_kind"": ""number""}]"
llm-stats:android-control-high-em,Android Control High_EM,llm_stats,3,3,1,0.696,69.6,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 3}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/android-control-high-em?top_n=500"", ""key"": ""llm-stats:android-control-high-em"", ""measured_by"": null, ""model_id"": ""qwen2.5-vl-32b"", ""model_name"": ""Qwen2.5 VL 32B Instruct"", ""obs_id"": ""llm_stats:android-control-high-em:qwen2.5-vl-32b"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.696"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-02-28"", ""series_id"": ""llm_stats:android-control-high-em:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/android-control-high-em?top_n=500"", ""value"": 0.696, ""value_kind"": ""number""}]"
llm-stats:android-control-low-em,Android Control Low_EM,llm_stats,3,3,1,0.937,93.7,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 3}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/android-control-low-em?top_n=500"", ""key"": ""llm-stats:android-control-low-em"", ""measured_by"": null, ""model_id"": ""qwen2.5-vl-72b"", ""model_name"": ""Qwen2.5 VL 72B Instruct"", ""obs_id"": ""llm_stats:android-control-low-em:qwen2.5-vl-72b"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.937"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-01-26"", ""series_id"": ""llm_stats:android-control-low-em:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/android-control-low-em?top_n=500"", ""value"": 0.937, ""value_kind"": ""number""}]"
llm-stats:androidbench,AndroidBench,llm_stats,1,1,1,0.751,75.1,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/androidbench?top_n=500"", ""key"": ""llm-stats:androidbench"", ""measured_by"": null, ""model_id"": ""qwen3.8-max"", ""model_name"": ""Qwen3.8 Max"", ""obs_id"": ""llm_stats:androidbench:qwen3.8-max"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.751"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-02"", ""series_id"": ""llm_stats:androidbench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/androidbench?top_n=500"", ""value"": 0.751, ""value_kind"": ""number""}]"
llm-stats:androidworld,AndroidWorld,llm_stats,5,5,1,0.853,85.3,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 5}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/androidworld?top_n=500"", ""key"": ""llm-stats:androidworld"", ""measured_by"": null, ""model_id"": ""qwen3.8-max"", ""model_name"": ""Qwen3.8 Max"", ""obs_id"": ""llm_stats:androidworld:qwen3.8-max"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.853"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-02"", ""series_id"": ""llm_stats:androidworld:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/androidworld?top_n=500"", ""value"": 0.853, ""value_kind"": ""number""}]"
llm-stats:androidworld-sr,AndroidWorld_SR,llm_stats,8,8,1,0.711,71.1,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 8}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/androidworld-sr?top_n=500"", ""key"": ""llm-stats:androidworld-sr"", ""measured_by"": null, ""model_id"": ""qwen3.5-35b-a3b"", ""model_name"": ""Qwen3.5-35B-A3B"", ""obs_id"": ""llm_stats:androidworld-sr:qwen3.5-35b-a3b"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.711"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-02-24"", ""series_id"": ""llm_stats:androidworld-sr:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/androidworld-sr?top_n=500"", ""value"": 0.711, ""value_kind"": ""number""}]"
llm-stats:apex,Apex,llm_stats,2,2,1,0.848,84.8,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/apex?top_n=500"", ""key"": ""llm-stats:apex"", ""measured_by"": null, ""model_id"": ""nemotron-3-ultra-550b-a55b"", ""model_name"": ""Nemotron 3 Ultra (550B A55B)"", ""obs_id"": ""llm_stats:apex:nemotron-3-ultra-550b-a55b"", ""organization"": ""NVIDIA"", ""rank_in_source_response"": 1, ""raw_value"": ""0.848"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-04"", ""series_id"": ""llm_stats:apex:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/apex?top_n=500"", ""value"": 0.848, ""value_kind"": ""number""}]"
llm-stats:apex-agents,APEX-Agents,llm_stats,8,8,1,0.575,57.49999999999999,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 8}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/apex-agents?top_n=500"", ""key"": ""llm-stats:apex-agents"", ""measured_by"": null, ""model_id"": ""grok-4.6"", ""model_name"": ""Grok 4.6"", ""obs_id"": ""llm_stats:apex-agents:grok-4.6"", ""organization"": ""xAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.575"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-12"", ""series_id"": ""llm_stats:apex-agents:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/apex-agents?top_n=500"", ""value"": 0.575, ""value_kind"": ""number""}]"
llm-stats:apex-swe,APEX-SWE,llm_stats,1,1,1,0.564,56.39999999999999,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/apex-swe?top_n=500"", ""key"": ""llm-stats:apex-swe"", ""measured_by"": null, ""model_id"": ""grok-4.6"", ""model_name"": ""Grok 4.6"", ""obs_id"": ""llm_stats:apex-swe:grok-4.6"", ""organization"": ""xAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.564"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-12"", ""series_id"": ""llm_stats:apex-swe:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/apex-swe?top_n=500"", ""value"": 0.564, ""value_kind"": ""number""}]"
llm-stats:api-bank,API-Bank,llm_stats,3,3,1,0.92,92.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 3}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/api-bank?top_n=500"", ""key"": ""llm-stats:api-bank"", ""measured_by"": null, ""model_id"": ""llama-3.1-405b-instruct"", ""model_name"": ""Llama 3.1 405B Instruct"", ""obs_id"": ""llm_stats:api-bank:llama-3.1-405b-instruct"", ""organization"": ""Meta"", ""rank_in_source_response"": 1, ""raw_value"": ""0.92"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-07-23"", ""series_id"": ""llm_stats:api-bank:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/api-bank?top_n=500"", ""value"": 0.92, ""value_kind"": ""number""}]"
llm-stats:arc,Arc,llm_stats,1,1,1,0.025,2.5,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/arc?top_n=500"", ""key"": ""llm-stats:arc"", ""measured_by"": null, ""model_id"": ""gemini-2.5-flash-lite"", ""model_name"": ""Gemini 2.5 Flash-Lite"", ""obs_id"": ""llm_stats:arc:gemini-2.5-flash-lite"", ""organization"": ""Google"", ""rank_in_source_response"": 1, ""raw_value"": ""0.025"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-06-17"", ""series_id"": ""llm_stats:arc:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/arc?top_n=500"", ""value"": 0.025, ""value_kind"": ""number""}]"
llm-stats:arc-agi,ARC-AGI,llm_stats,8,8,1,0.95,95.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 8}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/arc-agi?top_n=500"", ""key"": ""llm-stats:arc-agi"", ""measured_by"": null, ""model_id"": ""gpt-5.5"", ""model_name"": ""GPT-5.5"", ""obs_id"": ""llm_stats:arc-agi:gpt-5.5"", ""organization"": ""OpenAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.95"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-04-23"", ""series_id"": ""llm_stats:arc-agi:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/arc-agi?top_n=500"", ""value"": 0.95, ""value_kind"": ""number""}]"
llm-stats:arc-agi-3,ARC-AGI-3,llm_stats,4,4,1,0.302,30.2,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 4}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/arc-agi-3?top_n=500"", ""key"": ""llm-stats:arc-agi-3"", ""measured_by"": null, ""model_id"": ""claude-opus-5"", ""model_name"": ""Claude Opus 5"", ""obs_id"": ""llm_stats:arc-agi-3:claude-opus-5"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.302"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-07-24"", ""series_id"": ""llm_stats:arc-agi-3:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/arc-agi-3?top_n=500"", ""value"": 0.302, ""value_kind"": ""number""}]"
llm-stats:arc-agi-v2,ARC-AGI v2,llm_stats,17,17,1,0.85,85.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 17}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/arc-agi-v2?top_n=500"", ""key"": ""llm-stats:arc-agi-v2"", ""measured_by"": null, ""model_id"": ""gpt-5.5"", ""model_name"": ""GPT-5.5"", ""obs_id"": ""llm_stats:arc-agi-v2:gpt-5.5"", ""organization"": ""OpenAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.85"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-04-23"", ""series_id"": ""llm_stats:arc-agi-v2:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/arc-agi-v2?top_n=500"", ""value"": 0.85, ""value_kind"": ""number""}]"
llm-stats:arc-c,ARC-C,llm_stats,34,34,1,0.972,97.2,100,,higher_is_better,other_or_unverified_scale,,2018-03-14,"{""model_announcement"": 34}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/arc-c?top_n=500"", ""key"": ""llm-stats:arc-c"", ""measured_by"": null, ""model_id"": ""mimo-v2.5-pro"", ""model_name"": ""MiMo-V2.5-Pro"", ""obs_id"": ""llm_stats:arc-c:mimo-v2.5-pro"", ""organization"": ""Xiaomi"", ""rank_in_source_response"": 1, ""raw_value"": ""0.972"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-04-27"", ""series_id"": ""llm_stats:arc-c:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/arc-c?top_n=500"", ""value"": 0.972, ""value_kind"": ""number""}]"
llm-stats:arc-e,ARC-E,llm_stats,8,8,1,0.886,88.6,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 8}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/arc-e?top_n=500"", ""key"": ""llm-stats:arc-e"", ""measured_by"": null, ""model_id"": ""gemma-2-27b-it"", ""model_name"": ""Gemma 2 27B"", ""obs_id"": ""llm_stats:arc-e:gemma-2-27b-it"", ""organization"": ""Google"", ""rank_in_source_response"": 1, ""raw_value"": ""0.886"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-06-27"", ""series_id"": ""llm_stats:arc-e:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/arc-e?top_n=500"", ""value"": 0.886, ""value_kind"": ""number""}]"
